frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
15560,"[0.017040533469447894, 0.008159619584720446, 0.0057153340930549135]","[11.399738002447226, 16.898372576825, 5.86905420904861]",[ 0.93165101 -0.82502978  1.        ],"[11.399738002447226, 16.898372576825, 5.86905420904861]",61.86568941499577
15570,"[0.02335190138194676, 0.004584114012494922, 0.010857091840277278]","[11.382697468977778, 16.89021295724028, 5.863338874955555]",[ 0.96459661 -0.8356915   1.        ],"[11.382697468977778, 16.89021295724028, 5.863338874955555]",45.829672815407626
15580,"[-0.015421848704168184, -0.0015862771916594909, -0.007656483791668833]","[11.359345567595831, 16.885628843227785, 5.852481783115278]",[-0.97438461  0.83395096 -1.        ],"[11.359345567595831, 16.885628843227785, 5.852481783115278]",40.57022691612747
15590,"[0.015422321811112027, 0.009789272966660434, 0.005175830676385829]","[11.3747674163, 16.887215120419445, 5.860138266906946]",[ 0.95878283 -0.80433169  1.        ],"[11.3747674163, 16.887215120419445, 5.860138266906946]",66.58018855607536
15600,"[0.024050512694444137, 0.007971343477784387, -0.0006219977250010444]","[11.390189738111111, 16.897004393386105, 5.865314097583332]",[ 0.95960442 -0.7960086   1.        ],"[11.390189738111111, 16.897004393386105, 5.865314097583332]",66.56278548321757
15610,"[-0.0040907906930574, 0.001476420006945034, 0.0029540146444508864]","[11.414240250805555, 16.90497573686389, 5.864692099858331]",[-0.9373874   0.77690246 -1.        ],"[11.414240250805555, 16.90497573686389, 5.864692099858331]",75.83036377708012
15620,"[0.01424736361944845, -0.006428881849995349, 0.005881460881941081]","[11.410149460112498, 16.906452156870834, 5.867646114502782]",[ 0.92791652 -0.77131132  1.        ],"[11.410149460112498, 16.906452156870834, 5.867646114502782]",23.174230245263484
15630,"[-0.0009367591694449118, -0.01263954010555679, 0.00596931655694366]","[11.424396823731946, 16.90002327502084, 5.873527575384723]",[ 0.91243484 -0.74850335  1.        ],"[11.424396823731946, 16.90002327502084, 5.873527575384723]",47.7339126289809
15640,"[0.008168760029171551, -0.0043495578416710146, -0.0009426427569421136]","[11.423460064562502, 16.887383734915282, 5.879496891941667]",[ 0.9046463  -0.74159355  1.        ],"[11.423460064562502, 16.887383734915282, 5.879496891941667]",47.49417165424095
15650,"[-0.01181297204444931, -0.0059229449972306725, 0.00470603032360728]","[11.431628824591673, 16.88303417707361, 5.878554249184725]",[-0.91674642  0.75223266 -1.        ],"[11.431628824591673, 16.88303417707361, 5.878554249184725]",85.60359755205405
15660,"[0.012809226984719757, 0.0026670981000123106, -0.007442016419443753]","[11.419815852547224, 16.87711123207638, 5.883260279508332]",[ 0.92412239 -0.75860595  1.        ],"[11.419815852547224, 16.87711123207638, 5.883260279508332]",84.19745474520779
15670,"[0.011285698701390956, -0.0010828020625019974, -0.00010946985277637822]","[11.432625079531944, 16.879778330176393, 5.875818263088888]",[ 0.90762781 -0.74200008  1.        ],"[11.432625079531944, 16.879778330176393, 5.875818263088888]",51.24224828169041
15680,"[0.003438859868055033, -0.012634126166670256, -0.00714146072361288]","[11.443910778233334, 16.87869552811389, 5.875708793236112]",[ 0.87124742 -0.72114555  1.        ],"[11.443910778233334, 16.87869552811389, 5.875708793236112]",77.25942941578263
15690,"[-0.025237056019443926, -0.017197293112499068, 0.01131733144861169]","[11.44734963810139, 16.86606140194722, 5.868567332512499]",[ 0.8598022  -0.71188789  1.        ],"[11.44734963810139, 16.86606140194722, 5.868567332512499]",87.81495165393459
15700,"[-0.013808680959728648, -0.016080820676389607, 0.01092628165833709]","[11.422112582081946, 16.84886410883472, 5.879884663961111]",[ 0.87680814 -0.72073901  1.        ],"[11.422112582081946, 16.84886410883472, 5.879884663961111]",73.22875398407608
15710,"[0.010121641900004974, 0.002261177787495683, 0.01073361742083101]","[11.408303901122217, 16.832783288158332, 5.890810945619448]",[ 0.88532021 -0.7279768   1.        ],"[11.408303901122217, 16.832783288158332, 5.890810945619448]",37.34728289392802
15720,"[0.010332829037499991, -0.009195318662492014, -0.00787962177499768]","[11.418425543022222, 16.835044465945828, 5.901544563040279]",[ 0.88710164 -0.72713495  1.        ],"[11.418425543022222, 16.835044465945828, 5.901544563040279]",70.78412762587439
15730,"[-0.005746979673613595, -0.009860652581949125, -0.012673198312500134]","[11.428758372059722, 16.825849147283336, 5.893664941265281]",[-0.88264904  0.71685673 -1.        ],"[11.428758372059722, 16.825849147283336, 5.893664941265281]",65.57929328494885
15740,"[-0.0006769046402776979, -0.012233759188887916, -0.006710315972224379]","[11.423011392386108, 16.815988494701386, 5.880991742952781]",[ 0.85678866 -0.69151462  1.        ],"[11.423011392386108, 16.815988494701386, 5.880991742952781]",86.77326984839564
15750,"[-0.006735089616672241, -0.0016440063888936152, 0.0018269665944448121]","[11.42233448774583, 16.8037547355125, 5.8742814269805566]",[-0.84228773  0.67724083 -1.        ],"[11.42233448774583, 16.8037547355125, 5.8742814269805566]",74.99864080253046
15760,"[-0.007259227923608336, 0.00902300292916891, -0.0053465671583321495]","[11.429069577362503, 16.805398741901392, 5.872454460386112]",[-0.83629832  0.65876089 -1.        ],"[11.429069577362503, 16.805398741901392, 5.872454460386112]",21.2687222549524
15770,"[0.01754025733888831, 0.014278890240277065, -0.017858559094444892]","[11.436328805286111, 16.796375738972223, 5.877801027544444]",[-0.82377643  0.64376676 -1.        ],"[11.436328805286111, 16.796375738972223, 5.877801027544444]",72.40694252729551
15780,"[0.007149488636114754, 0.01604895622361724, -0.010864675858334394]","[11.418788547947223, 16.782096848731946, 5.895659586638889]",[-0.8081565  0.6163569 -1.       ],"[11.418788547947223, 16.782096848731946, 5.895659586638889]",59.433104996598466
15790,"[-0.0011302765958323135, 0.01586340291111199, 0.010211262240280128]","[11.411639059311108, 16.76604789250833, 5.906524262497223]",[-0.79299473  0.60179366 -1.        ],"[11.411639059311108, 16.76604789250833, 5.906524262497223]",89.50253841627864
15800,"[-0.02288014583750453, 0.012703309581937106, 0.008170830269441431]","[11.41276933590694, 16.750184489597217, 5.896313000256943]",[-0.8011072   0.58897157 -1.        ],"[11.41276933590694, 16.750184489597217, 5.896313000256943]",62.85301004650843
15810,"[-0.004303308718055732, -0.0029127542111027083, -0.0014839713069418892]","[11.435649481744445, 16.73748118001528, 5.888142169987502]",[-0.79430987  0.57731859 -1.        ],"[11.435649481744445, 16.73748118001528, 5.888142169987502]",64.83583696595284
15820,"[-0.002939856147223807, 0.012229035433328761, -0.0019472502708355321]","[11.4399527904625, 16.740393934226383, 5.8896261412944435]",[-0.76368946  0.55170183 -1.        ],"[11.4399527904625, 16.740393934226383, 5.8896261412944435]",51.27406274505388
15830,"[0.024517244338893462, 0.014198548477772022, 0.0016803882888911659]","[11.442892646609724, 16.728164898793054, 5.891573391565279]",[ 0.72040435 -0.53941058  1.        ],"[11.442892646609724, 16.728164898793054, 5.891573391565279]",72.18187930539902
15840,"[0.013701659647221476, 0.039978837080560936, -0.012954859158334386]","[11.418375402270831, 16.71396635031528, 5.889893003276388]",[-0.72660146  0.55190247 -1.        ],"[11.418375402270831, 16.71396635031528, 5.889893003276388]",65.23738290166308
15850,"[0.02369605785972162, 0.04340395354305926, -0.007810055895832058]","[11.40467374262361, 16.67398751323472, 5.902847862434722]",[-0.73385197  0.55513823 -1.        ],"[11.40467374262361, 16.67398751323472, 5.902847862434722]",77.6805598855097
15860,"[0.0010418332861075186, 0.012645871595829306, -0.011751777076389303]","[11.380977684763888, 16.63058355969166, 5.910657918330554]",[-0.75465784  0.55893764 -1.        ],"[11.380977684763888, 16.63058355969166, 5.910657918330554]",40.5266448488303
15870,"[0.006378628133333564, -0.012275642015278976, -0.0017202733319452435]","[11.37993585147778, 16.617937688095832, 5.922409695406944]",[ 0.73894344 -0.5394191   1.        ],"[11.37993585147778, 16.617937688095832, 5.922409695406944]",59.411165973708755
15880,"[0.0007519996333353873, -0.0006382057194471713, -0.004685023126392629]","[11.373557223344447, 16.63021333011111, 5.924129968738889]",[-0.75361226  0.53326682 -1.        ],"[11.373557223344447, 16.63021333011111, 5.924129968738889]",54.563920795113326
15890,"[0.007073892734728915, 0.020174849144439122, -0.004405416108332005]","[11.372805223711111, 16.63085153583056, 5.9288149918652815]",[-0.78166712  0.53981666 -1.        ],"[11.372805223711111, 16.63085153583056, 5.9288149918652815]",71.07090942839744
15900,"[0.01637401950555173, 0.016028990158336143, -0.01728198386249602]","[11.365731330976383, 16.61067668668612, 5.9332204079736135]",[-0.76972419  0.52996691 -1.        ],"[11.365731330976383, 16.61067668668612, 5.9332204079736135]",70.40600615776587
15910,"[0.005070522952774326, 0.010535187280567015, -0.014868424048613882]","[11.34935731147083, 16.594647696527783, 5.9505023918361095]",[-0.75860668  0.51747663 -1.        ],"[11.34935731147083, 16.594647696527783, 5.9505023918361095]",50.096707522829156
15920,"[0.009909961779165144, 0.0023033886902723566, -0.02028773977638565]","[11.344286788518056, 16.584112509247216, 5.965370815884723]",[-0.76632241  0.51813654 -1.        ],"[11.344286788518056, 16.584112509247216, 5.965370815884723]",63.30998885334244
15930,"[0.0009462130041626438, 0.02276929934722105, -0.017517392830558975]","[11.334376826738891, 16.581809120556944, 5.985658555661109]",[-0.77395794  0.51693514 -1.        ],"[11.334376826738891, 16.581809120556944, 5.985658555661109]",43.34660023776494
15940,"[0.012019194305564085, -0.006647991483326621, 0.002531338629169433]","[11.333430613734729, 16.559039821209723, 6.003175948491668]",[ 0.76241363 -0.50238607  1.        ],"[11.333430613734729, 16.559039821209723, 6.003175948491668]",37.34801241193299
15950,"[-0.012653894223614515, -0.0070852977152959795, -0.004287133765281226]","[11.321411419429165, 16.56568781269305, 6.000644609862499]",[-0.75996307  0.48632787 -1.        ],"[11.321411419429165, 16.56568781269305, 6.000644609862499]",59.10739249476987
15960,"[0.010735362816665983, -0.009284292516650083, -0.019128982623608515]","[11.33406531365278, 16.572773110408345, 6.00493174362778]",[-0.73950154  0.46928978 -1.        ],"[11.33406531365278, 16.572773110408345, 6.00493174362778]",77.53729899644625
15970,"[0.007558713109725446, 0.019455755434723443, -0.016903923097225437]","[11.323329950836113, 16.582057402924995, 6.024060726251388]",[-0.75165737  0.48061848 -1.        ],"[11.323329950836113, 16.582057402924995, 6.024060726251388]",55.14101342675468
15980,"[0.023188364799995753, -0.0006616877930625265, 0.007750392325002409]","[11.315771237726388, 16.562601647490272, 6.040964649348614]",[ 0.74855732 -0.48506782  1.        ],"[11.315771237726388, 16.562601647490272, 6.040964649348614]",39.1144962087477
15990,"[-0.012344097741667781, 0.008499037998607406, 0.010820753566666674]","[11.292582872926392, 16.563263335283334, 6.033214257023611]",[-0.740217    0.48667178 -1.        ],"[11.292582872926392, 16.563263335283334, 6.033214257023611]",84.29982486437716
16000,"[-0.0003300664305481149, -0.009640720291656635, 0.008918028448611892]","[11.30492697066806, 16.554764297284727, 6.022393503456945]",[ 0.74027059 -0.48803548  1.        ],"[11.30492697066806, 16.554764297284727, 6.022393503456945]",40.35967925209242
16010,"[-0.006876030966667557, 0.007761726545822967, -0.013646888906944987]","[11.305257037098608, 16.564405017576384, 6.013475475008333]",[-0.75723553  0.49044797 -1.        ],"[11.305257037098608, 16.564405017576384, 6.013475475008333]",10.992491012933733
16020,"[-0.0157010632263912, 0.00968758117360835, 0.0011497130069422212]","[11.312133068065275, 16.55664329103056, 6.027122363915278]",[-0.76637496  0.48333601 -1.        ],"[11.312133068065275, 16.55664329103056, 6.027122363915278]",51.38985940004121
16030,"[0.005602274969451315, -0.009230019526391686, 0.009956649218058722]","[11.296432004838884, 16.56633087220417, 6.02827207692222]",[ 0.7499611  -0.47607274  1.        ],"[11.296432004838884, 16.56633087220417, 6.02827207692222]",19.200714790499607
16040,"[0.02233954927499937, 0.0054616192652758855, -0.004062191122223169]","[11.302034279808336, 16.557100852677777, 6.038228726140279]",[ 0.76591325 -0.50309716  1.        ],"[11.302034279808336, 16.557100852677777, 6.038228726140279]",71.02377059846714
16050,"[0.013271462618053675, -0.02254134437361799, -0.0032738221777810494]","[11.279694730533336, 16.5516392334125, 6.042290917262502]",[ 0.74610267 -0.48630626  1.        ],"[11.279694730533336, 16.5516392334125, 6.042290917262502]",60.113485148606856
16060,"[-0.008445639747220568, 0.00833477766667201, -0.002041227198608553]","[11.29296619315139, 16.529097889038884, 6.039017095084721]",[-0.74827669  0.46966397 -1.        ],"[11.29296619315139, 16.529097889038884, 6.039017095084721]",40.17522160975189
16070,"[0.020231254438883184, -0.0025364765722315497, -0.0022822537597235737]","[11.28452055340417, 16.537432666705556, 6.036975867886112]",[ 0.71432641 -0.4477811   1.        ],"[11.28452055340417, 16.537432666705556, 6.036975867886112]",60.27691603303886
16080,"[0.015683503397218246, -0.010125072138894353, 0.004354777333333892]","[11.304751807843052, 16.534896190133324, 6.034693614126389]",[ 0.750654   -0.47668278  1.        ],"[11.304751807843052, 16.534896190133324, 6.034693614126389]",35.22680650957049
16090,"[0.0033508213694446454, 0.013894927365281973, -0.006058129541664847]","[11.289068304445834, 16.54502126227222, 6.030338836793055]",[-0.77346506  0.48187619 -1.        ],"[11.289068304445834, 16.54502126227222, 6.030338836793055]",61.064055808142186
16100,"[0.011792203915279131, -0.00019064302916760312, -0.0029965950500008276]","[11.292419125815279, 16.5589161896375, 6.02428070725139]",[ 0.76795585 -0.4715767   1.        ],"[11.292419125815279, 16.5589161896375, 6.02428070725139]",67.95139569408725
16110,"[0.020829697202772834, -0.015641061616666008, -0.007674450297226798]","[11.304211329730558, 16.558725546608333, 6.021284112201389]",[ 0.69666894 -0.43217361  1.        ],"[11.304211329730558, 16.558725546608333, 6.021284112201389]",67.21934167182391
16120,"[0.0004701670097144728, 0.021507610376382047, 0.002181092583329658]","[11.32504102693333, 16.543084484991667, 6.013609661904162]",[-0.69739906  0.44421145 -1.        ],"[11.32504102693333, 16.543084484991667, 6.013609661904162]",75.45796674039445
16130,"[-0.0037797441083231575, -0.002109226559714017, 0.010327908798609897]","[11.324570859923616, 16.521576874615285, 6.011428569320833]",[ 0.72040532 -0.4549972   1.        ],"[11.324570859923616, 16.521576874615285, 6.011428569320833]",54.39779387559633
16140,"[0.013153246786103523, -0.013252979248616015, 0.018874273086112225]","[11.32835060403194, 16.523686101175, 6.001100660522223]",[ 0.72890501 -0.44701625  1.        ],"[11.32835060403194, 16.523686101175, 6.001100660522223]",10.143787384948064
16150,"[-0.020303188515272907, -0.004971192549998449, 0.005787884302774771]","[11.315197357245836, 16.536939080423615, 5.982226387436111]",[-0.69860828  0.42454584 -1.        ],"[11.315197357245836, 16.536939080423615, 5.982226387436111]",77.03425813290448
16160,"[0.013246924749994449, 0.004645414997227704, -0.005258896456942885]","[11.335500545761109, 16.541910272973613, 5.976438503133336]",[ 0.6597807 -0.4030406  1.       ],"[11.335500545761109, 16.541910272973613, 5.976438503133336]",85.12924382136947
16170,"[0.02407878335971958, 0.026336256272227132, 0.015421998633333267]","[11.322253621011114, 16.537264857976385, 5.981697399590279]",[ 0.64075134 -0.39617803  1.        ],"[11.322253621011114, 16.537264857976385, 5.981697399590279]",65.19807676708825
16180,"[0.031955516476397605, 0.02935974866250035, 0.014120118156945693]","[11.298174837651395, 16.51092860170416, 5.966275400956945]",[ 0.67999409 -0.40844583  1.        ],"[11.298174837651395, 16.51092860170416, 5.966275400956945]",65.82115196963186
