frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
59220,"[0.011620556862498077, 0.025120873930557508, -0.022895001854163155]","[11.021358181484722, 16.65034699291111, 7.833456996534725]",[ 0.62773552  0.14692224 -1.        ],"[11.021358181484722, 16.65034699291111, 7.833456996534725]",37.557536054771504
59230,"[0.0011054175416642664, -0.004104263595841928, 0.0005208245069416861]","[11.009737624622224, 16.625226118980553, 7.856351998388888]",[-0.65231818 -0.13989802  1.        ],"[11.009737624622224, 16.625226118980553, 7.856351998388888]",85.83459761980424
59240,"[0.0159992621277798, -0.008244792534707557, -0.006932180804162691]","[11.00863220708056, 16.629330382576395, 7.855831173881946]",[ 0.65432466  0.13438601 -1.        ],"[11.00863220708056, 16.629330382576395, 7.855831173881946]",45.37704560327454
59250,"[-0.002163293226390195, -0.0013682008722355476, -0.025583457611111804]","[10.99263294495278, 16.637575175111103, 7.862763354686109]",[ 0.66929631  0.13476029 -1.        ],"[10.99263294495278, 16.637575175111103, 7.862763354686109]",39.70497699455626
59260,"[-0.010601825629168005, -0.034567860218064794, 0.02636471960139275]","[10.99479623817917, 16.638943375983338, 7.888346812297221]",[-0.709791   -0.13172444  1.        ],"[10.99479623817917, 16.638943375983338, 7.888346812297221]",45.848907847923336
59270,"[0.0058478378041666446, -0.020012642913883383, 0.02279245938611041]","[10.984194412550002, 16.604375515765273, 7.914711531898614]",[-0.71110968 -0.12708492  1.        ],"[10.984194412550002, 16.604375515765273, 7.914711531898614]",56.23857605637757
59280,"[-0.011408059850003482, -0.0027232909361174507, 0.015534737051386749]","[10.990042250354168, 16.58436287285139, 7.937503991284724]",[-0.72374911 -0.12681597  1.        ],"[10.990042250354168, 16.58436287285139, 7.937503991284724]",2.212241138744389
59290,"[-0.0004030300638859785, 0.010463220347215696, 0.01539358469861618]","[10.978634190504165, 16.581639581915272, 7.953038728336111]",[-0.74254695 -0.13172292  1.        ],"[10.978634190504165, 16.581639581915272, 7.953038728336111]",52.128842792845674
59300,"[0.002917221379165724, -0.007058259681929968, 0.007190739947221303]","[10.978231160440279, 16.592102802262488, 7.968432313034727]",[-0.76183456 -0.13550466  1.        ],"[10.978231160440279, 16.592102802262488, 7.968432313034727]",63.46821669992503
59310,"[-0.016309488788889936, 0.01535976334861644, -0.005491412569440968]","[10.981148381819445, 16.585044542580558, 7.975623052981948]",[-0.79553818 -0.14136929  1.        ],"[10.981148381819445, 16.585044542580558, 7.975623052981948]",79.68128873687161
59320,"[-0.011794169772219476, 0.01223159355555481, -0.006682316637498964]","[10.997457870608335, 16.56968477923194, 7.981114465551389]",[-0.83881455 -0.14975831  1.        ],"[10.997457870608335, 16.56968477923194, 7.981114465551389]",86.70430925397146
59330,"[-0.002043260797226054, -0.0018246700652824188, -0.009651459891665048]","[11.009252040380554, 16.557453185676387, 7.987796782188888]",[ 0.82338273  0.15292639 -1.        ],"[11.009252040380554, 16.557453185676387, 7.987796782188888]",54.01000524291786
59340,"[-0.0028802111430579203, 0.002914822484726187, 0.013568357644450302]","[11.01129530117778, 16.55927785574167, 7.997448242080553]",[-0.79429819 -0.1608194   1.        ],"[11.01129530117778, 16.55927785574167, 7.997448242080553]",32.49553293605394
59350,"[0.0028161135541644455, -0.005208293236115935, 0.029601492091661186]","[11.008415090034722, 16.562192678226396, 8.011016599725004]",[-0.74110076 -0.16084813  1.        ],"[11.008415090034722, 16.562192678226396, 8.011016599725004]",41.552962934045915
59360,"[0.00862824692500297, -0.0033599539194426598, 0.019134578154165638]","[11.011231203588887, 16.55698438499028, 8.040618091816665]",[-0.7203139  -0.15418928  1.        ],"[11.011231203588887, 16.55698438499028, 8.040618091816665]",59.40527137892372
59370,"[0.0070293476555534085, -0.010217622247225222, 0.0014027141736168147]","[11.01985945051389, 16.553624431070837, 8.05975266997083]",[ 0.70884192  0.14919457 -1.        ],"[11.01985945051389, 16.553624431070837, 8.05975266997083]",82.33518691488038
59380,"[-0.0011332748069428078, -0.0030840219611150133, -0.0014009306833369095]","[11.026888798169443, 16.54340680882361, 8.061155384144447]",[ 0.73544022  0.15800946 -1.        ],"[11.026888798169443, 16.54340680882361, 8.061155384144447]",88.9722396772379
59390,"[0.0006982685263903221, -0.028471548663887347, 0.011876816581942506]","[11.0257555233625, 16.540322786862497, 8.05975445346111]",[-0.75601152 -0.16326867  1.        ],"[11.0257555233625, 16.540322786862497, 8.05975445346111]",65.78977224847692
59400,"[0.01027515760416442, -0.017779126690271596, 0.007235571741667002]","[11.02645379188889, 16.51185123819861, 8.071631270043053]",[-0.76221862 -0.16502568  1.        ],"[11.02645379188889, 16.51185123819861, 8.071631270043053]",85.14318687890425
59410,"[0.013050466100002822, 0.0030323589111063143, 0.006635884422223626]","[11.036728949493055, 16.494072111508338, 8.07886684178472]",[ 0.76449848  0.16096504 -1.        ],"[11.036728949493055, 16.494072111508338, 8.07886684178472]",78.35636974402091
59420,"[0.008208351261107083, 0.02131215602639358, -0.010738680019439784]","[11.049779415593058, 16.497104470419444, 8.085502726206943]",[ 0.73912655  0.16700873 -1.        ],"[11.049779415593058, 16.497104470419444, 8.085502726206943]",49.97230845990296
59430,"[-0.0021167112277762357, 0.012875023974991961, -0.023958662080559634]","[11.057987766854165, 16.518416626445838, 8.074764046187504]",[ 0.72873014  0.17014703 -1.        ],"[11.057987766854165, 16.518416626445838, 8.074764046187504]",43.76742836392881
59440,"[-0.0029229914013875202, 0.016115131587508102, -0.018453996649995474]","[11.055871055626389, 16.53129165042083, 8.050805384106944]",[ 0.70108345  0.1708325  -1.        ],"[11.055871055626389, 16.53129165042083, 8.050805384106944]",50.9769302835338
59450,"[0.0036722964972195626, 0.00402243474721331, 0.0031047720930494904]","[11.052948064225001, 16.547406782008338, 8.032351387456949]",[ 0.68586101  0.16469864 -1.        ],"[11.052948064225001, 16.547406782008338, 8.032351387456949]",89.42941123755912
59460,"[-0.0018644312333293556, -0.002905647108327969, 0.015801289504164373]","[11.05662036072222, 16.55142921675555, 8.035456159549998]",[-0.68543994 -0.16734247  1.        ],"[11.05662036072222, 16.55142921675555, 8.035456159549998]",27.454047918721947
59470,"[-0.008054795944449467, -0.009991148951385753, 0.020388842029170462]","[11.054755929488891, 16.548523569647223, 8.051257449054162]",[-0.72972936 -0.17708112  1.        ],"[11.054755929488891, 16.548523569647223, 8.051257449054162]",21.476263504398336
59480,"[0.009787696618058561, 0.005034728476381645, 0.014070381500001616]","[11.046701133544442, 16.538532420695837, 8.071646291083333]",[-0.7395229 -0.1835322  1.       ],"[11.046701133544442, 16.538532420695837, 8.071646291083333]",74.74802329644267
59490,"[-0.002463952509721423, 0.0011853095430574, 0.008012787144442868]","[11.0564888301625, 16.54356714917222, 8.085716672583334]",[-0.72225459 -0.1832868   1.        ],"[11.0564888301625, 16.54356714917222, 8.085716672583334]",24.923932891277392
59500,"[-0.0027044287402731015, 0.005506540333328758, 0.0006975938097202317]","[11.054024877652779, 16.544752458715276, 8.093729459727777]",[-0.69667514 -0.18467556  1.        ],"[11.054024877652779, 16.544752458715276, 8.093729459727777]",78.13554263299658
59510,"[0.01793357675277818, 0.014599943280558136, 0.0086574074666661]","[11.056729306393052, 16.539245918381948, 8.093031865918057]",[ 0.7371382   0.18997286 -1.        ],"[11.056729306393052, 16.539245918381948, 8.093031865918057]",76.32667127294962
59520,"[-0.007643553194448316, -0.0032533605513904718, 0.01134711377916986]","[11.038795729640274, 16.52464597510139, 8.084374458451391]",[-0.76188708 -0.19399334  1.        ],"[11.038795729640274, 16.52464597510139, 8.084374458451391]",5.6503150905337165
59530,"[-0.002291445323606922, -0.0010023659458262557, -0.00771912459583568]","[11.046439282834722, 16.52789933565278, 8.073027344672221]",[ 0.77293225  0.19683445 -1.        ],"[11.046439282834722, 16.52789933565278, 8.073027344672221]",56.35371214609506
59540,"[0.0003018000555492506, -0.012643999725003852, -0.013445184447220981]","[11.04873072815833, 16.528901701598606, 8.080746469268057]",[ 0.76563386  0.20168459 -1.        ],"[11.04873072815833, 16.528901701598606, 8.080746469268057]",61.799177299115485
59550,"[0.013093346961115415, -0.007162551850001364, -0.004957438562502858]","[11.04842892810278, 16.54154570132361, 8.094191653715278]",[ 0.76663825  0.20471343 -1.        ],"[11.04842892810278, 16.54154570132361, 8.094191653715278]",47.63113343101906
59560,"[0.014917643675000036, -0.007026711481945114, -0.0007110792361118001]","[11.035335581141664, 16.54870825317361, 8.09914909227778]",[ 0.78188664  0.21184769 -1.        ],"[11.035335581141664, 16.54870825317361, 8.09914909227778]",59.16842471213613
59570,"[0.012335439162495021, 0.02188360896249364, 0.00403912461667133]","[11.020417937466664, 16.555734964655556, 8.099860171513892]",[ 0.80740855  0.21481777 -1.        ],"[11.020417937466664, 16.555734964655556, 8.099860171513892]",71.31532083748768
59580,"[-0.0062724261986080165, 0.005164169519449757, 0.001925797641666449]","[11.00808249830417, 16.533851355693063, 8.095821046897221]",[-0.79883886 -0.21914972  1.        ],"[11.00808249830417, 16.533851355693063, 8.095821046897221]",57.63128996888472
59590,"[0.011724609613889214, 0.009716986656947313, -0.021280943034723165]","[11.014354924502777, 16.528687186173613, 8.093895249255555]",[ 0.77398168  0.21326666 -1.        ],"[11.014354924502777, 16.528687186173613, 8.093895249255555]",14.909520947428048
59600,"[0.016814078651385955, -0.0058772741166706055, -0.009815373606938849]","[11.002630314888888, 16.518970199516666, 8.115176192290278]",[ 0.74871211  0.21536754 -1.        ],"[11.002630314888888, 16.518970199516666, 8.115176192290278]",34.920869056511606
59610,"[0.02155737551112047, 0.01550936234167466, -0.015772837665279482]","[10.985816236237502, 16.524847473633336, 8.124991565897217]",[ 0.78373206  0.21161128 -1.        ],"[10.985816236237502, 16.524847473633336, 8.124991565897217]",25.360870076731903
59620,"[0.015579139109716422, 0.009726611368055416, -0.00877095442500142]","[10.964258860726382, 16.50933811129166, 8.140764403562496]",[ 0.80184996  0.22135161 -1.        ],"[10.964258860726382, 16.50933811129166, 8.140764403562496]",27.811895780888435
59630,"[0.0017886534513884556, 0.006626660247210481, -0.006614497419446863]","[10.948679721616665, 16.499611499923606, 8.149535357987498]",[ 0.78805349  0.23151225 -1.        ],"[10.948679721616665, 16.499611499923606, 8.149535357987498]",39.20774506216383
59640,"[0.012408783387499511, -0.021005888261100836, 0.011782990802776894]","[10.946891068165277, 16.492984839676396, 8.156149855406944]",[-0.77407149 -0.24036994  1.        ],"[10.946891068165277, 16.492984839676396, 8.156149855406944]",78.04062073823488
59650,"[0.006130165298614543, -0.002844386950002331, 0.0156670928777789]","[10.934482284777777, 16.513990727937497, 8.144366864604168]",[-0.78211888 -0.23729426  1.        ],"[10.934482284777777, 16.513990727937497, 8.144366864604168]",58.397753271878614
59660,"[0.014713603638885075, 0.009244871418054856, 0.002984040959720602]","[10.928352119479163, 16.5168351148875, 8.128699771726389]",[ 0.80115081  0.24467805 -1.        ],"[10.928352119479163, 16.5168351148875, 8.128699771726389]",61.24125757190112
59670,"[0.012163468388889598, -0.007341601999996783, -0.023956404802770948]","[10.913638515840278, 16.507590243469444, 8.125715730766668]",[ 0.81798703  0.25055287 -1.        ],"[10.913638515840278, 16.507590243469444, 8.125715730766668]",28.9737385435023
59680,"[0.006180269620829293, -0.011362394418064525, -0.005926099162506304]","[10.901475047451388, 16.51493184546944, 8.149672135569439]",[ 0.81435024  0.25893716 -1.        ],"[10.901475047451388, 16.51493184546944, 8.149672135569439]",64.63520740662092
59690,"[0.0030755564347266784, -0.012464842376381569, 0.00022721475832909732]","[10.895294777830559, 16.526294239887505, 8.155598234731945]",[-0.79025    -0.25546234  1.        ],"[10.895294777830559, 16.526294239887505, 8.155598234731945]",86.63049551249185
59700,"[0.016665924094445117, 0.00992460197360856, 0.014560601383337257]","[10.892219221395832, 16.538759082263887, 8.155371019973616]",[ 0.80925861  0.2567913  -1.        ],"[10.892219221395832, 16.538759082263887, 8.155371019973616]",87.3428723189459
59710,"[0.009986497890277946, 0.002247562687497151, -0.007974506201389175]","[10.875553297301387, 16.52883448029028, 8.140810418590279]",[ 0.84094643  0.25430457 -1.        ],"[10.875553297301387, 16.52883448029028, 8.140810418590279]",11.187692590590174
59720,"[0.025707649490275486, 0.004058116568060655, -0.013419938868052483]","[10.86556679941111, 16.52658691760278, 8.148784924791668]",[ 0.86181218  0.25836683 -1.        ],"[10.86556679941111, 16.52658691760278, 8.148784924791668]",21.599093893037335
59730,"[-0.0022441573736120546, -0.013156614766678842, -0.029756596322224382]","[10.839859149920834, 16.52252880103472, 8.16220486365972]",[ 0.86149984  0.24906517 -1.        ],"[10.839859149920834, 16.52252880103472, 8.16220486365972]",55.92021037022097
59740,"[0.012737828247223248, 0.011701670563898148, -0.01062663915416806]","[10.842103307294446, 16.5356854158014, 8.191961459981945]",[ 0.88475411  0.24328803 -1.        ],"[10.842103307294446, 16.5356854158014, 8.191961459981945]",26.09412908180795
59750,"[-0.008957870059719042, -0.0016984565027797771, -0.005153135824999211]","[10.829365479047222, 16.5239837452375, 8.202588099136113]",[-0.88684359 -0.24199055  1.        ],"[10.829365479047222, 16.5239837452375, 8.202588099136113]",76.99166420246254
59760,"[0.009302470002774399, -0.0022443536888872018, -0.014704489701387047]","[10.838323349106942, 16.52568220174028, 8.207741234961112]",[ 0.89677102  0.25167779 -1.        ],"[10.838323349106942, 16.52568220174028, 8.207741234961112]",20.330546219152595
59770,"[-0.002053667709722262, -0.019640843322225265, -0.014711456422222824]","[10.829020879104167, 16.52792655542917, 8.2224457246625]",[ 0.89697451  0.24752037 -1.        ],"[10.829020879104167, 16.52792655542917, 8.2224457246625]",76.22754787559678
59780,"[0.00815875774166841, 0.0013627867305672225, 0.012013217495832507]","[10.83107454681389, 16.547567398751394, 8.237157181084722]",[-0.92212725 -0.24359105  1.        ],"[10.83107454681389, 16.547567398751394, 8.237157181084722]",78.0953135191066
59790,"[0.0034623769722212927, 0.005282294558320189, 0.010142408616664156]","[10.822915789072221, 16.546204612020826, 8.22514396358889]",[-0.93299406 -0.24131296  1.        ],"[10.822915789072221, 16.546204612020826, 8.22514396358889]",70.1393212072871
59800,"[0.02181641802361156, 0.0032440767861103836, 0.006859540594449598]","[10.8194534121, 16.540922317462506, 8.215001554972226]",[ 0.95922891  0.24651514 -1.        ],"[10.8194534121, 16.540922317462506, 8.215001554972226]",62.78600190939606
59810,"[-0.001440341102773246, -0.006385885015266268, 0.007904831993053918]","[10.797636994076388, 16.537678240676396, 8.208142014377776]",[-0.9563931  -0.24465751  1.        ],"[10.797636994076388, 16.537678240676396, 8.208142014377776]",41.24069878252674
59820,"[0.0023297724111071005, -0.007029428834734119, 0.0015881938694430886]","[10.799077335179161, 16.544064125691662, 8.200237182384722]",[-0.95596436 -0.2375688   1.        ],"[10.799077335179161, 16.544064125691662, 8.200237182384722]",84.43486148189716
59830,"[0.014483621794445511, 0.006760900902769151, 0.017070600198609398]","[10.796747562768054, 16.551093554526396, 8.198648988515279]",[-0.91837244 -0.22789925  1.        ],"[10.796747562768054, 16.551093554526396, 8.198648988515279]",86.03104739298402
59840,"[0.004226343118055809, 0.010682153916668824, 0.021024574401389273]","[10.8112311845625, 16.557854455429165, 8.215719588713888]",[-0.90314531 -0.22853095  1.        ],"[10.8112311845625, 16.557854455429165, 8.215719588713888]",63.194571441031385
59850,"[0.019770877438888945, 0.008823342458335048, 0.011397770319442557]","[10.815457527680556, 16.568536609345834, 8.236744163115278]",[ 0.92690695  0.23071324 -1.        ],"[10.815457527680556, 16.568536609345834, 8.236744163115278]",74.6379128876378
59860,"[-0.006626185872221413, 0.003008492837494714, 0.006271281266670314]","[10.835228405119445, 16.57735995180417, 8.24814193343472]",[-1.00245541 -0.22663456  1.        ],"[10.835228405119445, 16.57735995180417, 8.24814193343472]",27.38428447390903
59870,"[0.006915605036112993, -0.0041055068152715535, 0.0003704955347227923]","[10.828602219247223, 16.580368444641664, 8.25441321470139]",[ 1.01727998  0.21926792 -1.        ],"[10.828602219247223, 16.580368444641664, 8.25441321470139]",60.25774631040664
59880,"[-0.008160684566668408, -0.0031368318263957917, 0.006938919024996437]","[10.835517824283336, 16.576262937826392, 8.254783710236113]",[-1.04389278 -0.21565814  1.        ],"[10.835517824283336, 16.576262937826392, 8.254783710236113]",8.508543766508195
59890,"[0.026338808145830228, 0.013798343108341271, -0.0009455981777772848]","[10.827357139716668, 16.573126105999997, 8.26172262926111]",[ 1.02911536  0.22536766 -1.        ],"[10.827357139716668, 16.573126105999997, 8.26172262926111]",43.85313208423223
59900,"[-0.003937290322221898, 0.020284232156939197, 0.010892965258335607]","[10.853695947862498, 16.586924449108338, 8.260777031083332]",[-1.03968268 -0.22868412  1.        ],"[10.853695947862498, 16.586924449108338, 8.260777031083332]",72.34341044372631
59910,"[0.02437704172777444, 0.01908738438333657, 0.003909203243052772]","[10.849758657540276, 16.607208681265277, 8.271669996341668]",[ 0.99846566  0.24060904 -1.        ],"[10.849758657540276, 16.607208681265277, 8.271669996341668]",55.9871262546609
59920,"[-0.01649797812499365, -0.008029804258338658, 0.010838485725001235]","[10.87413569926805, 16.626296065648614, 8.27557919958472]",[-0.95675414 -0.23552729  1.        ],"[10.87413569926805, 16.626296065648614, 8.27557919958472]",17.615369481102075
59930,"[0.009403628469444314, -0.008112369990271873, 0.00023295526388977805]","[10.857637721143057, 16.618266261390275, 8.286417685309722]",[ 0.93778193  0.2370486  -1.        ],"[10.857637721143057, 16.618266261390275, 8.286417685309722]",67.32336899812402
59940,"[-0.028554442036108796, 0.0012012425333338683, 0.003737577695833494]","[10.867041349612501, 16.610153891400003, 8.286650640573612]",[-0.97269117 -0.23280694  1.        ],"[10.867041349612501, 16.610153891400003, 8.286650640573612]",39.99005453020459
59950,"[-0.011548779944439147, -0.022538053616663944, 0.0028091567680554874]","[10.838486907576392, 16.611355133933337, 8.290388218269445]",[-0.97608687 -0.23856214  1.        ],"[10.838486907576392, 16.611355133933337, 8.290388218269445]",57.40463455546608
59960,"[-0.004207484188889055, 0.0022292269944479415, 0.0032580084180526825]","[10.850035687520831, 16.63389318755, 8.28757906150139]",[-1.01837616 -0.24260675  1.        ],"[10.850035687520831, 16.63389318755, 8.28757906150139]",33.04015450827762
59970,"[0.025329650466666465, -0.007466161984723385, -0.023429918113887283]","[10.845828203331942, 16.63612241454445, 8.290837069919442]",[ 0.99418103  0.24648428 -1.        ],"[10.845828203331942, 16.63612241454445, 8.290837069919442]",22.25259624943128
59980,"[-0.012299114479160878, -0.005135864469441032, -0.005554174298614711]","[10.871157853798609, 16.628656252559725, 8.267407151805555]",[-0.97999347 -0.23895873  1.        ],"[10.871157853798609, 16.628656252559725, 8.267407151805555]",67.86981018791636
59990,"[0.004445874008329298, 0.005575154658334469, 0.0012281253916732737]","[10.858858739319448, 16.623520388090284, 8.26185297750694]",[ 0.91235087  0.23405257 -1.        ],"[10.858858739319448, 16.623520388090284, 8.26185297750694]",65.43114907989073
60000,"[-0.010341153594440655, 0.0028162783763860944, 0.01939190846249872]","[10.863304613327777, 16.62909554274862, 8.263081102898614]",[-0.93130783 -0.23233021  1.        ],"[10.863304613327777, 16.62909554274862, 8.263081102898614]",22.52656231732901
60010,"[0.010628602312497293, -0.005604136576401686, -0.00391647600694256]","[10.852963459733337, 16.631911821125005, 8.282473011361112]",[ 0.91246878  0.23044169 -1.        ],"[10.852963459733337, 16.631911821125005, 8.282473011361112]",44.756641853918005
60020,"[0.002117563205558781, -0.013427083049990074, 0.007319939590272995]","[10.863592062045834, 16.626307684548603, 8.27855653535417]",[-0.93000521 -0.21645665  1.        ],"[10.863592062045834, 16.626307684548603, 8.27855653535417]",67.24402601337428
60030,"[0.030039747845830078, 0.0015971470777778052, 0.009331856483333567]","[10.865709625251393, 16.612880601498613, 8.285876474944443]",[ 0.89834945  0.20307978 -1.        ],"[10.865709625251393, 16.612880601498613, 8.285876474944443]",65.1736474371767
60040,"[0.01096957125277953, 0.00878078049582598, 0.00040486278055951175]","[10.895749373097223, 16.61447774857639, 8.295208331427776]",[ 0.88033811  0.2002338  -1.        ],"[10.895749373097223, 16.61447774857639, 8.295208331427776]",54.452476090623584
60050,"[0.030173862338887858, 0.019686993290275012, -0.007440781105556127]","[10.906718944350002, 16.623258529072217, 8.295613194208336]",[ 0.85382583  0.2046107  -1.        ],"[10.906718944350002, 16.623258529072217, 8.295613194208336]",40.49012204175395
60060,"[-0.0002032849833355499, 0.003032587794450592, -0.008023112926389686]","[10.93689280668889, 16.642945522362492, 8.28817241310278]",[ 0.83691317  0.20350393 -1.        ],"[10.93689280668889, 16.642945522362492, 8.28817241310278]",41.579431734576076
60070,"[-0.011352355170826556, 0.007050178452782774, -0.0017705675763917128]","[10.936689521705555, 16.645978110156943, 8.28014930017639]",[-0.79915945 -0.19666004  1.        ],"[10.936689521705555, 16.645978110156943, 8.28014930017639]",70.19496079108707
60080,"[-0.008162089963898111, 0.0024913411347142755, 0.006423147456947831]","[10.925337166534728, 16.653028288609725, 8.278378732599998]",[-0.81608617 -0.1939745   1.        ],"[10.925337166534728, 16.653028288609725, 8.278378732599998]",25.329480505937653
60090,"[-0.0034776265111187143, -0.022856494084731338, 0.005263132247229407]","[10.91717507657083, 16.65551962974444, 8.284801880056946]",[-0.7910491  -0.18665512  1.        ],"[10.91717507657083, 16.65551962974444, 8.284801880056946]",66.30235520031398
60100,"[-0.00916206375832651, -0.019220395365273646, 0.001885862051381082]","[10.920652703081949, 16.67837612382917, 8.279538747809717]",[-0.77287177 -0.18647145  1.        ],"[10.920652703081949, 16.67837612382917, 8.279538747809717]",62.638463636655246
60110,"[-0.00278444824166435, -0.015258480172217759, -0.0026807275958287136]","[10.929814766840275, 16.697596519194445, 8.277652885758336]",[-0.74927065 -0.18489884  1.        ],"[10.929814766840275, 16.697596519194445, 8.277652885758336]",83.56943769351564
60120,"[-0.01082338270972194, 0.003315164947217397, -0.015947382341670036]","[10.93259921508194, 16.712854999366662, 8.280333613354165]",[ 0.75549856  0.19271165 -1.        ],"[10.93259921508194, 16.712854999366662, 8.280333613354165]",70.17769902206548
60130,"[0.013527757094438542, -0.010058646195830079, -0.007909455276386979]","[10.943422597791661, 16.709539834419445, 8.296280995695835]",[ 0.78407749  0.19810831 -1.        ],"[10.943422597791661, 16.709539834419445, 8.296280995695835]",46.371882350804086
60140,"[0.002686723962499471, -0.006477277372223256, 0.007385347352780514]","[10.929894840697223, 16.719598480615275, 8.304190450972222]",[-0.79059502 -0.19277764  1.        ],"[10.929894840697223, 16.719598480615275, 8.304190450972222]",60.27736940780166
60150,"[0.014518217801393618, -0.011307102805560021, 0.0090249873999948]","[10.927208116734723, 16.7260757579875, 8.296805103619441]",[ 0.77100893  0.18121205 -1.        ],"[10.927208116734723, 16.7260757579875, 8.296805103619441]",89.73767612701536
60160,"[0.0007210264944390588, 0.009625894798617196, 0.002621743168056412]","[10.91268989893333, 16.73738286079306, 8.287780116219446]",[-0.7559888  -0.17112063  1.        ],"[10.91268989893333, 16.73738286079306, 8.287780116219446]",88.05529025254012
60170,"[0.01293884592361394, -0.006607895479174175, -0.0023860980888841254]","[10.91196887243889, 16.72775696599444, 8.28515837305139]",[ 0.74841814  0.16357692 -1.        ],"[10.91196887243889, 16.72775696599444, 8.28515837305139]",53.666311279261805
60180,"[-0.00242461861805765, -0.01631939160832374, 0.0004514828875006316]","[10.899030026515277, 16.734364861473615, 8.287544471140274]",[-0.7166217  -0.15924291  1.        ],"[10.899030026515277, 16.734364861473615, 8.287544471140274]",76.47673166928396
60190,"[0.01422175947917026, -0.022756379820833672, 0.008850078262494065]","[10.901454645133335, 16.75068425308194, 8.287092988252773]",[-0.71621143 -0.16026014  1.        ],"[10.901454645133335, 16.75068425308194, 8.287092988252773]",86.21912088805135
60200,"[0.008070123105554217, 0.0008255932013803147, 0.009609223143055345]","[10.887232885654164, 16.773440632902773, 8.27824290999028]",[-0.71195631 -0.16005698  1.        ],"[10.887232885654164, 16.773440632902773, 8.27824290999028]",76.13158066522226
60210,"[0.018030540631942316, -0.013445613843060755, 0.01396970400833375]","[10.87916276254861, 16.772615039701392, 8.268633686847224]",[-0.72543759 -0.15835227  1.        ],"[10.87916276254861, 16.772615039701392, 8.268633686847224]",84.74776481985624
60220,"[-0.0041242648541697235, -0.005939159720828258, -0.002489544584717507]","[10.861132221916668, 16.786060653544453, 8.25466398283889]",[-0.72597026 -0.15208503  1.        ],"[10.861132221916668, 16.786060653544453, 8.25466398283889]",81.49714569127147
60230,"[-0.0036113658777736646, -0.0035321687388858436, 0.001305185861106395]","[10.865256486770837, 16.79199981326528, 8.257153527423608]",[-0.75551256 -0.15179712  1.        ],"[10.865256486770837, 16.79199981326528, 8.257153527423608]",46.070625085314106
60240,"[0.006960285537498834, 0.01998225436249612, -0.009761715704160068]","[10.868867852648611, 16.795531982004167, 8.255848341562501]",[ 0.73378311  0.1441303  -1.        ],"[10.868867852648611, 16.795531982004167, 8.255848341562501]",52.412187792411856
60250,"[-0.0027143701125051933, -0.011146903449994028, -0.001955692875009518]","[10.861907567111112, 16.77554972764167, 8.265610057266661]",[-0.72267362 -0.14248586  1.        ],"[10.861907567111112, 16.77554972764167, 8.265610057266661]",83.66798061621002
60260,"[-0.00022005235137889656, -0.011295759709724962, -0.011567492668053347]","[10.864621937223617, 16.786696631091665, 8.26756575014167]",[ 0.68387072  0.13583105 -1.        ],"[10.864621937223617, 16.786696631091665, 8.26756575014167]",59.909728915173915
60270,"[0.009056897908330086, -0.016962044461106274, 0.0033419755611117097]","[10.864841989574996, 16.79799239080139, 8.279133242809724]",[ 0.65979549  0.12977544 -1.        ],"[10.864841989574996, 16.79799239080139, 8.279133242809724]",88.9463834727843
60280,"[0.01476016559027471, 0.003580313741661456, 0.008299918422226327]","[10.855785091666666, 16.814954435262496, 8.275791267248612]",[ 0.65118511  0.12479482 -1.        ],"[10.855785091666666, 16.814954435262496, 8.275791267248612]",85.14253493286587
60290,"[0.015081531398609016, -0.01697779888749551, 0.009519592731940918]","[10.841024926076392, 16.811374121520835, 8.267491348826386]",[-0.63842946 -0.12255743  1.        ],"[10.841024926076392, 16.811374121520835, 8.267491348826386]",86.15027539488568
60300,"[0.0007297085194455377, -0.02146014678472241, -0.011145790376389186]","[10.825943394677783, 16.82835192040833, 8.257971756094445]",[ 0.62369255  0.12841026 -1.        ],"[10.825943394677783, 16.82835192040833, 8.257971756094445]",72.03751428699506
60310,"[-0.002994797490272205, -0.020627867018060186, -0.024197665445832683]","[10.825213686158337, 16.849812067193053, 8.269117546470834]",[ 0.58754451  0.13222811 -1.        ],"[10.825213686158337, 16.849812067193053, 8.269117546470834]",58.08329538409344
60320,"[-0.003953673208334507, 0.009109534356952054, -0.0063846468111083965]","[10.82820848364861, 16.870439934211113, 8.293315211916667]",[ 0.5782056   0.13722796 -1.        ],"[10.82820848364861, 16.870439934211113, 8.293315211916667]",67.07837616707816
60330,"[-0.0023655914499993713, 0.007073536604160324, 0.019994611904165183]","[10.832162156856944, 16.86133039985416, 8.299699858727775]",[-0.5664379  -0.13917333  1.        ],"[10.832162156856944, 16.86133039985416, 8.299699858727775]",34.541956442868944
60340,"[0.007645774754164947, 0.004819044574997378, 0.017537354130555016]","[10.834527748306943, 16.85425686325, 8.27970524682361]",[-0.57894631 -0.14397849  1.        ],"[10.834527748306943, 16.85425686325, 8.27970524682361]",57.28249543694452
60350,"[-0.0056945270611112875, 0.0206617403486149, -0.00846952522499933]","[10.826881973552778, 16.849437818675003, 8.262167892693055]",[ 0.57519547  0.14535779 -1.        ],"[10.826881973552778, 16.849437818675003, 8.262167892693055]",72.18611914902712
